iter,train_loss,val_loss
4300.0,1.5428348779678345,1.7294987440109253
4350.0,1.5402789115905762,1.7255786657333374
4400.0,1.5333672761917114,1.7199512720108032
4450.0,1.534873366355896,1.722439169883728
4500.0,1.524423360824585,1.7107853889465332
4550.0,1.5233386754989624,1.7127325534820557
4600.0,1.5155823230743408,1.7090518474578857
4650.0,1.5188584327697754,1.707334041595459
4700.0,1.509901523590088,1.7054933309555054
4750.0,1.5114997625350952,1.703253149986267
4800.0,1.5154212713241577,1.707560420036316
4850.0,1.5069175958633423,1.7070785760879517
4900.0,1.4974489212036133,1.691186547279358
4950.0,1.4994698762893677,1.6949540376663208
5000.0,1.495760440826416,1.6869415044784546
5050.0,1.49541437625885,1.6863517761230469
5100.0,1.494771122932434,1.6894694566726685
5150.0,1.4902976751327515,1.680363416671753
5200.0,1.488999843597412,1.6756700277328491
5250.0,1.4825741052627563,1.6808314323425293
5300.0,1.4741837978363037,1.6688400506973267
5350.0,1.476087212562561,1.6741679906845093
5400.0,1.4805291891098022,1.6726301908493042
5450.0,1.4695086479187012,1.6640875339508057
5500.0,1.470265507698059,1.6669410467147827
5550.0,1.4567270278930664,1.6626293659210205
5600.0,1.4563417434692383,1.65995454788208
5650.0,1.456795334815979,1.6610569953918457
5700.0,1.4541923999786377,1.648592233657837
5750.0,1.4534099102020264,1.6500743627548218
5800.0,1.4512158632278442,1.6697622537612915
5850.0,1.4510149955749512,1.66426420211792
5900.0,1.4485349655151367,1.658635139465332
5950.0,1.4431638717651367,1.6542619466781616
6000.0,1.4455639123916626,1.6582098007202148
6050.0,1.4415936470031738,1.6413476467132568
6100.0,1.4355227947235107,1.649436593055725
6150.0,1.4373172521591187,1.652054786682129
6200.0,1.4304649829864502,1.6373353004455566
6250.0,1.4328285455703735,1.6481175422668457
6300.0,1.4273724555969238,1.6494947671890259
6350.0,1.430949091911316,1.6414223909378052
6400.0,1.4178410768508911,1.6300488710403442
6450.0,1.4241021871566772,1.6392624378204346
6500.0,1.4285268783569336,1.6425703763961792
6550.0,1.4152140617370605,1.6312360763549805
6600.0,1.4157310724258423,1.6303859949111938
6650.0,1.418899416923523,1.629186749458313
6700.0,1.404600977897644,1.6232577562332153
6750.0,1.411441683769226,1.6256163120269775
6800.0,1.4059392213821411,1.6248388290405273
6850.0,1.400805950164795,1.6229565143585205
6900.0,1.4037978649139404,1.638564109802246
6950.0,1.4080053567886353,1.6302490234375
7000.0,1.4022716283798218,1.6240108013153076
7050.0,1.3980642557144165,1.6251132488250732
7100.0,1.3952122926712036,1.6207417249679565
7150.0,1.3951811790466309,1.6177030801773071
7200.0,1.3969171047210693,1.6221977472305298
7250.0,1.3958789110183716,1.623184084892273
7300.0,1.3896429538726807,1.6175156831741333
7350.0,1.3901559114456177,1.6206135749816895
7400.0,1.3848755359649658,1.6160587072372437
7450.0,1.3813557624816895,1.6116093397140503
7500.0,1.3806720972061157,1.604262113571167
7550.0,1.375704288482666,1.6092596054077148
7600.0,1.3742470741271973,1.6064279079437256
7650.0,1.3738799095153809,1.6132358312606812
7700.0,1.3751689195632935,1.6012263298034668
7750.0,1.3669695854187012,1.6099417209625244
7800.0,1.3723503351211548,1.5911035537719727
7850.0,1.3709176778793335,1.609228253364563
7900.0,1.3712334632873535,1.6008609533309937
7950.0,1.367674708366394,1.6133167743682861
8000.0,1.3615837097167969,1.6008697748184204
8050.0,1.3651208877563477,1.6087630987167358
8100.0,1.358967900276184,1.6070351600646973
8150.0,1.3591560125350952,1.5900250673294067
8200.0,1.3593333959579468,1.5979907512664795
8250.0,1.3524627685546875,1.587386131286621
8300.0,1.3522882461547852,1.6006182432174683
8350.0,1.3552005290985107,1.6035635471343994
8400.0,1.3506954908370972,1.607121229171753
8450.0,1.3427656888961792,1.6021097898483276
8500.0,1.337499976158142,1.5881521701812744
8550.0,1.3485360145568848,1.5820770263671875
8600.0,1.3431613445281982,1.593299150466919
8650.0,1.339168667793274,1.5860551595687866
8700.0,1.3384881019592285,1.5932046175003052
8750.0,1.334559440612793,1.5851997137069702
8800.0,1.3347854614257812,1.5974297523498535
8850.0,1.3304144144058228,1.5878161191940308
8900.0,1.3311631679534912,1.5839598178863525
8950.0,1.3312475681304932,1.5846203565597534
9000.0,1.3303676843643188,1.584457516670227
9050.0,1.3327765464782715,1.5828050374984741
9100.0,1.3245327472686768,1.5895038843154907
9150.0,1.3270955085754395,1.581160545349121
9200.0,1.3263328075408936,1.5730862617492676
9250.0,1.3218474388122559,1.5913598537445068
9300.0,1.3208136558532715,1.573276400566101
9350.0,1.317918062210083,1.5760235786437988
9400.0,1.321211576461792,1.5882092714309692
9450.0,1.3169424533843994,1.5826938152313232
9500.0,1.3198193311691284,1.5782355070114136
9550.0,1.315131425857544,1.587088942527771
9600.0,1.3207472562789917,1.5814673900604248
9650.0,1.314245343208313,1.587119460105896
9700.0,1.307165265083313,1.5800361633300781
9750.0,1.3072155714035034,1.5740399360656738
9800.0,1.306811809539795,1.5865893363952637
9850.0,1.3106083869934082,1.5887055397033691
9900.0,1.3066896200180054,1.578325629234314
9950.0,1.3034918308258057,1.5825510025024414
10000.0,1.3003568649291992,1.5861923694610596
10050.0,1.300411581993103,1.5795844793319702
10100.0,1.3008334636688232,1.5756759643554688
10150.0,1.2964646816253662,1.5756962299346924
10200.0,1.2946200370788574,1.5760310888290405
10250.0,1.2974350452423096,1.5869189500808716
10300.0,1.2955436706542969,1.5778024196624756
10350.0,1.2954059839248657,1.575785517692566
10400.0,1.2935088872909546,1.5747654438018799
10450.0,1.284684419631958,1.5702683925628662
10500.0,1.2900880575180054,1.5699177980422974
10550.0,1.2795910835266113,1.5761780738830566
10600.0,1.2885584831237793,1.5739599466323853
10650.0,1.2886799573898315,1.5739284753799438
10700.0,1.2839089632034302,1.5697941780090332
10750.0,1.2809191942214966,1.5760223865509033
10800.0,1.280268907546997,1.5751316547393799
10850.0,1.2776631116867065,1.5764286518096924
10900.0,1.2845569849014282,1.5713049173355103
10950.0,1.2746270895004272,1.5677272081375122
11000.0,1.2753735780715942,1.5659210681915283
11050.0,1.273892879486084,1.5694268941879272
11100.0,1.269519329071045,1.566017508506775
11150.0,1.2718554735183716,1.5706521272659302
11200.0,1.2668817043304443,1.5629185438156128
11250.0,1.2687169313430786,1.5663120746612549
11300.0,1.2707264423370361,1.5800070762634277
11350.0,1.260359525680542,1.5703283548355103
11400.0,1.2674468755722046,1.572713017463684
11450.0,1.2608604431152344,1.577357292175293
11500.0,1.2597062587738037,1.5681735277175903
11550.0,1.2596802711486816,1.5704030990600586
11600.0,1.2586147785186768,1.565134882926941
11650.0,1.2621333599090576,1.5688151121139526
11700.0,1.2601726055145264,1.5780586004257202
11750.0,1.2617602348327637,1.5781692266464233
11800.0,1.257798433303833,1.5788439512252808
11850.0,1.2569774389266968,1.5739657878875732
11900.0,1.2500989437103271,1.5698192119598389
11950.0,1.2477655410766602,1.5586135387420654
12000.0,1.2529003620147705,1.573553204536438
12050.0,1.2469539642333984,1.5665725469589233
12100.0,1.2503507137298584,1.570722222328186
12150.0,1.2486183643341064,1.568520188331604
12200.0,1.2429882287979126,1.5593150854110718
12250.0,1.2439970970153809,1.5652045011520386
12300.0,1.2418246269226074,1.5634775161743164
12350.0,1.2405610084533691,1.5745211839675903
12400.0,1.2375402450561523,1.577864408493042
12450.0,1.2438342571258545,1.5685771703720093
12500.0,1.2375333309173584,1.5709030628204346
12550.0,1.2391856908798218,1.5763916969299316
12600.0,1.2392092943191528,1.5593972206115723
12650.0,1.2383331060409546,1.5731141567230225
12700.0,1.233707070350647,1.5679616928100586
12750.0,1.232093334197998,1.5694743394851685
12800.0,1.2345952987670898,1.5659441947937012
12850.0,1.235202431678772,1.5731611251831055
12900.0,1.2362078428268433,1.5782607793807983
12950.0,1.2229104042053223,1.5655168294906616
13000.0,1.2294992208480835,1.5699363946914673
13050.0,1.2195121049880981,1.5643415451049805
13100.0,1.2262119054794312,1.5686558485031128
13150.0,1.2263484001159668,1.5700739622116089
13200.0,1.2232565879821777,1.57352614402771
13250.0,1.2208038568496704,1.5579227209091187
13300.0,1.226925253868103,1.5669283866882324
13350.0,1.2213773727416992,1.5742355585098267
13400.0,1.2207775115966797,1.5831043720245361
13450.0,1.2197697162628174,1.5648956298828125
13500.0,1.2172133922576904,1.5766396522521973
13550.0,1.2165929079055786,1.5714695453643799
13600.0,1.211234450340271,1.5674161911010742
13650.0,1.2132259607315063,1.5686553716659546
13700.0,1.2125898599624634,1.5724531412124634
13750.0,1.206274151802063,1.5697174072265625
13800.0,1.2063068151474,1.5674819946289062
13850.0,1.2043657302856445,1.5605523586273193
13900.0,1.2071276903152466,1.5661238431930542
13950.0,1.208114743232727,1.5814518928527832
14000.0,1.2028441429138184,1.5746045112609863
14050.0,1.2078505754470825,1.5726797580718994
14100.0,1.1982210874557495,1.5699284076690674
14150.0,1.2027686834335327,1.5679751634597778
14200.0,1.1990965604782104,1.5720256567001343
14250.0,1.1977778673171997,1.5790297985076904
14300.0,1.1990485191345215,1.5756444931030273
14350.0,1.1952680349349976,1.5804864168167114
14400.0,1.193210244178772,1.5703500509262085
14450.0,1.193433403968811,1.575372338294983
14500.0,1.1934527158737183,1.5657309293746948
14550.0,1.1876920461654663,1.5747005939483643
14600.0,1.1930369138717651,1.5841466188430786
14650.0,1.1850680112838745,1.5721477270126343
14700.0,1.1880019903182983,1.5750269889831543
14750.0,1.1927021741867065,1.5881402492523193
14800.0,1.1866179704666138,1.57753324508667
14850.0,1.1863399744033813,1.575653076171875
14900.0,1.1841554641723633,1.5873582363128662
14950.0,1.184327244758606,1.5778518915176392
